,Unnamed: 0,artist_name,release_date,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
139,141,Gucci Mane,2018-09-14,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,80,0.00381,0.8,204665,0.578,0.0,4,0.359,-5.144,0,0.0485,143.01,4,0.367
140,142,RL Grime,2018-07-27,UCLA,3OaunNUlXXs5e2PXtNAzzG,75,0.0742,0.536,192000,0.879,0.0,1,0.0847,-3.019,1,0.0621,140.137,4,0.334
141,143,NAV,2018-05-18,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,78,0.381,0.642,195053,0.782,0.0,5,0.108,-3.395,0,0.0477,162.005,4,0.396
142,144,Eli Young Band,2018-05-25,Love Ain't,6uVzeU47Qzg0rrMneP5BNg,75,0.00566,0.6,186119,0.851,9.78e-06,11,0.0891,-4.645,1,0.0388,98.007,4,0.727
143,145,Lauv,2018-09-27,There's No Way (feat. Julia Michaels),2hnxrRNzF74mdDzpQZQukQ,82,0.49,0.755,174861,0.625,0.0,2,0.157,-7.114,1,0.0896,147.02,4,0.374
144,146,Migos,2018-01-26,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,80,0.0739,0.909,276147,0.628,0.0,2,0.108,-5.456,1,0.201,145.905,4,0.406
145,147,Ariana Grande,2018-08-17,God is a woman,5OCJzvD7sykQEKHH7qAC3C,82,0.0233,0.602,197547,0.658,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268
146,148,Comethazine,2018-08-24,Walk,21kOVEG3bDCVphKhXL8XmQ,77,0.221,0.831,96064,0.795,0.0,1,0.291,-6.186,1,0.264,160.063,4,0.744
147,149,Oliver Tree,2018-02-16,Alien Boy,1gGhqfs2pDTOI30AEXMXrn,78,0.111,0.803,163525,0.599,0.0,1,0.236,-5.169,1,0.0985,130.107,4,0.484
148,150,Lil Yachty,2018-10-19,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,76,0.317,0.721,166343,0.508,0.0,7,0.153,-7.496,1,0.394,159.911,4,0.457
149,151,Lewis Capaldi,2018-11-08,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,87,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446
150,152,Roddy Ricch,2018-11-02,Every Season,1ttPzkTSpQUFcEGx8bjerL,76,0.0632,0.936,214376,0.704,0.0,5,0.104,-5.47,0,0.457,130.022,4,0.566
151,153,Joji,2018-10-26,CAN'T GET OVER YOU (feat. Clams Casino),39oeKRgsLeynDIbWuXyA47,78,0.684,0.9,107077,0.316,0.0771,9,0.0853,-8.797,1,0.332,129.914,4,0.844
152,154,Yung Gravy,2018-05-04,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,77,0.685,0.758,211150,0.701,6.22e-06,9,0.114,-6.053,1,0.162,106.74,4,0.626
153,155,Social House,2018-06-08,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,76,0.66,0.769,164640,0.479,0.0,1,0.0914,-5.339,1,0.0385,96.051,4,0.803
154,156,Famous Dex,2018-04-06,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,77,0.121,0.733,142000,0.678,0.0,6,0.344,-7.771,1,0.438,175.985,4,0.841
155,157,Bazzi,2018-04-12,3:15,6pmZMP2ET1OJi5rKfLO8jD,77,0.385,0.651,167019,0.654,0.0,1,0.181,-5.481,1,0.0466,141.975,4,0.539
156,158,YBN Nahmir,2018-09-07,Bounce Out With That,5gQcxYXqnofyocKgEbGYKt,76,0.0476,0.864,99108,0.664,0.0,8,0.0863,-7.315,1,0.104,94.932,4,0.381
157,159,Kina,2018-08-31,Can We Kiss Forever?,1Av69kr9JitqPWo7WJLS5q,83,0.898,0.493,187899,0.13,0.0223,4,0.0941,-18.725,1,0.0369,109.852,4,0.119
158,160,Dierks Bentley,2018-06-08,Living,54K7AZoGpQklpygKrxZlKN,75,0.0153,0.517,222147,0.813,0.0,1,0.106,-6.325,1,0.0558,83.005,4,0.444
159,161,Lil Baby,2018-10-05,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ,76,0.0677,0.753,194732,0.686,0.0,1,0.193,-5.415,0,0.284,132.055,4,0.886
160,162,LANCO,2018-01-19,Greatest Love Story,2yQZwi1P8AkkxxFhQ8rMEK,75,0.401,0.671,222573,0.617,0.0,10,0.119,-8.72,1,0.0561,147.986,4,0.62
161,163,Gunna,2018-04-16,Sold Out Dates (feat. Lil Baby),55WLWX71YkHt2tSucNIf1g,76,0.469,0.817,166368,0.556,0.0,4,0.131,-7.178,0,0.14,126.991,4,0.314
162,164,NOTD,2018-11-02,So Close,7FjZU7XFs7P9jHI9Z0yRhK,82,0.121,0.7,190302,0.872,7.08e-06,10,0.103,-5.896,1,0.0666,125.03,4,0.761
163,165,Lil Uzi Vert,2018-09-18,New Patek,0Fpen1PTuEnCmOJtUU9Iud,76,0.0367,0.85,343099,0.785,0.0,8,0.155,-4.963,0,0.345,145.063,4,0.718
164,166,Billie Eilish,2018-03-30,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,79,0.919,0.777,176472,0.422,0.00877,0,0.0958,-10.114,1,0.0482,120.041,4,0.187
165,167,Megan Thee Stallion,2018-12-21,Big Ole Freak,3YEbLhXRDPTtctnb3ddg8g,74,0.00867,0.799,214851,0.699,0.0,2,0.132,-7.694,1,0.204,142.979,4,0.627
166,168,Lil Dicky,2018-03-15,Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,79,0.147,0.755,216632,0.599,0.0,8,0.109,-5.042,1,0.224,133.123,4,0.755
167,169,Anuel AA,2018-11-02,Ella Quiere Beber - Remix,3f5lA8nnc4YYF1qf78WpHw,84,0.265,0.75,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.697
168,170,Travis Scott,2018-08-03,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,79,0.0204,0.731,218284,0.811,0.0,1,0.411,-3.225,1,0.0712,147.045,4,0.426
169,171,Charlie Puth,2018-05-11,Attention,5cF0dROlMOK5uNZtivgu50,84,0.109,0.775,208787,0.613,2.33e-05,3,0.134,-4.586,0,0.0542,100.066,4,0.797
170,172,Marshmello,2018-02-09,FRIENDS,08bNPGLD8AhKpnnERrAc6G,85,0.205,0.626,202621,0.88,0.0,9,0.128,-2.384,0,0.0504,95.079,4,0.534
171,173,Lil Wayne,2018-09-28,Uproar,3wScL5W8H40zzCKN0atfBk,76,0.0595,0.743,194184,0.87,0.0,1,0.299,-2.188,1,0.212,99.075,4,0.884
172,174,Shawn Mendes,2018-05-25,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,83,0.0573,0.622,211360,0.712,0.0,5,0.13,-7.321,1,0.066,140.025,4,0.487
173,175,Twenty One Pilots,2018-10-05,Chlorine,23OXdR7YuUBVWh5hSnYJau,81,0.0735,0.609,324467,0.674,0.06,10,0.345,-7.388,0,0.0548,90.009,4,0.315
174,176,Lennon Stella,2018-11-17,La Di Da,2YyvWje3cEYyqgYhNUIaBJ,78,0.195,0.689,209773,0.679,0.00111,7,0.224,-5.893,1,0.0517,149.972,4,0.475
175,177,KIDS SEE GHOSTS,2018-06-08,Reborn,4RVbK6cV0VqWdpCDcx3hiT,76,0.339,0.585,324674,0.597,0.0404,0,0.195,-7.499,1,0.037,100.051,4,0.227
176,178,Verzache,2018-02-14,Needs,0WKmVAD4VWk5EdTyCFILi4,77,0.189,0.813,177479,0.601,0.0002,11,0.426,-7.552,0,0.116,118.981,4,0.855
177,179,Tory Lanez,2018-10-26,FeRRis WhEEL (feat. Trippie Redd),0Z1nbG2KOuRKntstSAkSox,75,0.0835,0.807,151649,0.602,0.0,11,0.151,-5.005,1,0.274,95.031,4,0.252
178,180,Zara Larsson,2018-10-18,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,82,0.423,0.665,190932,0.699,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585
179,181,Alec Benjamin,2018-11-16,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,78,0.388,0.723,218893,0.504,7.4e-05,8,0.087,-5.572,1,0.0392,133.975,4,0.551
180,182,Ski Mask The Slump God,2018-11-30,Foot Fungus,3EikYy40GMSp8l5mDV6IQo,76,0.257,0.881,129547,0.623,1.5e-06,1,0.0964,-9.662,1,0.119,88.953,4,0.745
181,183,$NOT,2018-09-14,GOSHA,3q8ms2oRMFsyxUYYKDiXIP,76,0.814,0.819,120000,0.462,1.62e-05,0,0.318,-9.638,0,0.485,159.873,4,0.5
182,184,Dan + Shay,2018-05-03,All To Myself,0uSGTaHms9ceAxb7L6VLrU,74,0.23,0.651,169612,0.782,0.0,1,0.139,-4.622,1,0.0303,94.94,4,0.619
183,185,J. Cole,2018-04-20,KOD,7yotKA30dwTKNEGomV9ZsI,76,0.21,0.831,191437,0.782,0.0,0,0.113,-6.274,1,0.15,141.869,4,0.199
184,186,Post Malone,2018-04-27,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,77,0.186,0.601,206453,0.59,0.0,2,0.0942,-5.001,1,0.0569,151.952,4,0.274
185,189,Ariana Grande,2018-08-17,breathin,4OafepJy2teCjYJbvFE60J,81,0.0211,0.568,198160,0.656,1.37e-05,8,0.213,-5.413,1,0.0433,100.049,4,0.364
186,190,YNW Melly,2018-08-03,Virtual (Blue Balenciagas),4dqkKnzOJ3fWduqKcHi374,74,0.312,0.767,193618,0.715,0.0,8,0.0973,-4.934,0,0.0523,149.957,4,0.577
187,191,Kendrick Lamar,2018-02-09,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,80,0.0605,0.698,232187,0.633,0.000194,8,0.0926,-4.946,1,0.0597,96.924,4,0.552
188,192,A Boogie Wit da Hoodie,2018-12-21,Demons and Angels (feat. Juice WRLD),3L19besdNQzd342qL78xqm,75,0.0114,0.81,214593,0.55,5.69e-06,2,0.107,-7.46,0,0.17,76.503,4,0.183
189,193,Shoreline Mafia,2018-05-04,Nun Major,18pwD0HrweX8oCgIkayRb4,74,0.0936,0.79,151837,0.518,0.0,8,0.357,-6.571,1,0.212,97.986,4,0.487
190,194,Mitchell Tenpenny,2018-12-14,Drunk Me,1G4cdOtF36ZCs6i2dZoC87,74,0.199,0.499,211768,0.797,0.0,2,0.0933,-3.77,1,0.0554,176.024,4,0.408
191,195,Logic,2018-03-09,Everyday,4EAV2cKiqKP5UPZmY6dejk,79,0.041,0.67,204747,0.752,0.0,1,0.0749,-4.146,1,0.0374,149.961,4,0.442
192,196,Migos,2018-01-26,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,76,0.00299,0.815,190288,0.816,0.0,2,0.159,-5.474,1,0.269,181.967,4,0.498
193,197,Morgan Wallen,2018-04-27,Up Down (feat. Florida Georgia Line),3EWMoDIm6lzuR0zQKtuCJX,74,0.0813,0.589,197253,0.882,0.0,6,0.146,-3.039,1,0.035,129.915,4,0.793
194,198,Rascal Flatts,2018-09-28,Back To Life,7Lr4XaxGpkAwa37IVgg22k,74,0.191,0.467,214219,0.701,0.0,4,0.0769,-4.997,1,0.0302,132.041,3,0.28
195,199,MadeinTYO,2018-10-26,Chucky Cheese,0fABHG5a7RnqBlOKOwhWZD,75,0.523,0.89,165293,0.542,0.0,10,0.123,-4.826,0,0.314,78.458,4,0.565
196,200,Lil Baby,2018-05-18,Life Goes On,2bSk87AVkCIIC3Bcligq1z,75,0.0021,0.716,247055,0.541,0.0,1,0.115,-7.909,1,0.149,139.978,4,0.387
197,201,Kanye West,2018-09-07,I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,81,0.0114,0.901,127947,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.329
198,202,Jason Aldean,2018-01-26,You Make It Easy,2ZxTjs4EdJl4Y9YByIiNoo,73,0.143,0.375,196800,0.574,0.0,7,0.11,-5.305,1,0.0315,132.025,3,0.406
199,203,J. Cole,2018-04-20,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,75,0.482,0.829,200310,0.527,0.0,6,0.631,-6.644,0,0.367,116.078,4,0.473
200,204,Sam Smith,2018-12-21,"Fire On Fire - From ""Watership Down""",5rFj8OzffT0iggSjcBaeND,83,0.476,0.584,246735,0.407,0.0,1,0.18,-7.356,0,0.046,115.124,4,0.341
201,205,Post Malone,2018-04-27,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,77,0.0379,0.61,221787,0.554,3.84e-05,0,0.166,-5.501,1,0.137,159.85,4,0.244
202,206,Eminem,2018-09-19,Killshot,1jo3TwNGCXfNdB5uba3ZVv,78,0.0989,0.892,253580,0.651,0.0,0,0.371,-8.645,0,0.378,105.814,4,0.599
203,207,Jimmie Allen,2018-10-12,Best Shot,3VamXAvVMczcS2PTYtPfBQ,74,0.75,0.629,195053,0.464,0.0,4,0.0853,-8.72,1,0.0334,156.051,4,0.523
204,208,Ali Gatie,2018-08-03,Moonlight,72pv4E0eBIcE9z8V4tPHui,78,0.494,0.804,228484,0.479,0.0,11,0.0994,-6.661,1,0.0321,120.0,4,0.462
205,209,Post Malone,2018-04-27,Ball For Me (feat. Nicki Minaj),6IaieqiCVvsNvEt6Y7yOFa,77,0.493,0.792,206267,0.56,0.0,9,0.0849,-4.125,1,0.225,134.044,4,0.505
206,210,Post Malone,2018-04-27,92 Explorer,1D2L6MefbXon28PzIk9I3r,77,0.269,0.802,211427,0.743,1.36e-06,7,0.121,-4.82,0,0.0474,146.03,4,0.877
207,211,Bazzi,2018-04-12,Why,7lozLnUfzcgEpMMVQI7yhA,77,0.353,0.676,148260,0.67,0.0,8,0.103,-6.584,1,0.0374,113.01,4,0.54
208,212,Madison Beer,2018-11-09,Hurts Like Hell (feat. Offset),3WefHNGtjexZvi66ZEx9u4,78,0.185,0.704,207109,0.56,0.0,1,0.0948,-6.791,0,0.179,75.003,4,0.609
209,213,City Girls,2018-11-16,Twerk (feat. Cardi B),0RRm4OS5ymfZryXBuj0G2m,75,0.121,0.788,166476,0.842,0.00112,4,0.166,-4.006,0,0.142,190.077,4,0.481
210,214,Sam Fischer,2018-01-17,This City,7kF3x1XJXGcgQWFemulw4q,77,0.731,0.602,194853,0.377,0.0,11,0.0808,-6.213,1,0.0446,73.877,4,0.518
211,215,benny blanco,2018-12-05,Roses (with Juice WRLD feat. Brendon Urie),5YAP8zpqj1eIX88makBjDe,75,0.166,0.613,223543,0.6,0.0,8,0.117,-7.097,1,0.154,147.059,4,0.532
212,216,Rae Sremmurd,2018-05-04,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,76,0.0168,0.713,332301,0.831,0.0,1,0.118,-4.75,0,0.15,173.948,4,0.584
213,217,Migos,2018-01-26,MotorSport,4wFjTWCunQFKtukqrNijEt,77,0.0338,0.896,303077,0.515,0.0,2,0.317,-5.395,1,0.183,138.016,4,0.174
214,218,DJ Khaled,2018-07-27,No Brainer,5WvAo7DNuPRmk4APhdPzi8,79,0.0733,0.552,260000,0.76,0.0,0,0.0865,-4.706,1,0.342,135.702,5,0.639
215,219,Ruel,2018-06-05,Younger,2qXicQG06oT0ijKBznpgQv,78,0.202,0.745,222320,0.477,0.0,11,0.12,-7.706,0,0.088,136.055,4,0.454
216,220,Yung Gravy,2018-05-04,1 Thot 2 Thot Red Thot Blue Thot,7LptQZjp5wgdYDQZPjOV9O,75,0.148,0.79,131139,0.768,0.000947,6,0.126,-5.638,1,0.284,80.029,4,0.691
217,221,Morgan Wallen,2018-04-27,The Way I Talk,21LRaD9rB3v7p7DDCZsW4y,73,0.0468,0.604,208280,0.879,0.0,4,0.0909,-3.388,1,0.0322,137.983,4,0.757
218,222,FINNEAS,2018-10-19,Let's Fall in Love for the Night,7kQkmyoHCEqwe7QwDbkSXM,77,0.802,0.737,190348,0.408,0.0,5,0.171,-7.941,1,0.104,127.921,4,0.374
219,223,French Montana,2018-09-20,No Stylist,04MLEeAMuV9IlHEsD8vF6A,80,0.0215,0.765,192172,0.704,0.0,5,0.227,-4.589,0,0.127,147.055,4,0.498
220,224,Doja Cat,2018-03-30,Candy,1VJwtWR6z7SpZRwipI12be,79,0.513,0.689,190920,0.516,0.0,8,0.163,-5.857,1,0.0444,124.876,4,0.209
221,225,Louis The Child,2018-10-26,Better Not (with Wafia),7n1940b6kHcaEewFSZXnXa,75,0.278,0.783,222866,0.537,0.0,9,0.229,-2.921,1,0.0795,113.988,4,0.393
222,226,Shawn Mendes,2018-05-25,Lost In Japan,79esEXlqqmq0GPz0xQSZTV,81,0.255,0.713,201200,0.738,0.0,10,0.106,-6.784,1,0.374,105.027,4,0.425
223,227,Pedro Capó,2018-10-05,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,87,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
224,228,Imagine Dragons,2018-11-09,Bad Liar,2RSHsoi04658QL5xgQVov3,84,0.0722,0.383,260773,0.637,0.0,3,0.368,-6.993,1,0.0703,177.913,4,0.0827
225,230,Calvin Harris,2018-04-06,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,85,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
226,231,Bad Bunny,2018-12-23,NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,80,0.556,0.826,236216,0.449,1.85e-05,5,0.273,-8.33,0,0.0674,128.028,4,0.337
227,232,Kanye West,2018-06-01,All Mine,3U21A07gAloCc4P7J8rxcn,76,0.123,0.925,145507,0.31,0.0,11,0.0931,-6.531,0,0.291,121.927,4,0.291
228,233,Trippie Redd,2018-08-10,Shake It Up,6yz0Jndhv0QjKdpcEMbOjz,74,0.128,0.776,116681,0.608,0.0,10,0.0932,-6.478,0,0.104,156.025,4,0.402
229,234,Why Don't We,2018-08-31,8 Letters,4zRZAmBQP8vhNPf9i9opXt,79,0.649,0.607,190027,0.478,0.0,1,0.0928,-5.702,0,0.031,88.979,4,0.255
230,235,Fuerza Regida,2018-12-24,Sigo Chambeando,4PR0r2us3a64lTew6TVlF2,77,0.685,0.819,200162,0.48,2.03e-06,5,0.116,-6.966,1,0.0489,114.04,3,0.759
231,236,Trevor Daniel,2018-10-05,Falling,4TnjEaWOeW0eKTKIEvJyCa,77,0.123,0.784,159382,0.43,0.0,10,0.0887,-8.756,0,0.0364,127.087,4,0.236
232,237,KYLE,2018-05-18,Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,76,0.339,0.689,191680,0.584,0.0,1,0.297,-5.768,0,0.119,156.572,4,0.676
233,238,Takeoff,2018-11-02,Casper,1B4gJRq61xTs6r1O0Uq2iY,75,0.525,0.921,197079,0.607,1.12e-06,1,0.123,-7.397,1,0.209,140.071,4,0.753
234,239,Lil Wayne,2018-12-14,Scared of the Dark (feat. XXXTENTACION),3vWzyGTu6Ovo1GdrcJqH6e,76,0.0468,0.443,233000,0.623,0.0,0,0.247,-6.717,0,0.0718,79.365,4,0.156
235,240,Post Malone,2018-04-27,Over Now,09IOPhEh1OMe0HD9b36FJk,77,0.131,0.559,246987,0.761,1.6e-06,4,0.143,-4.041,0,0.0877,163.898,4,0.24
236,241,Childish Gambino,2018-05-06,This Is America,0b9oOr2ZgvyQu88wzixux9,77,0.117,0.854,225773,0.463,0.0,5,0.354,-6.159,1,0.137,120.024,4,0.549
237,242,Kenny Chesney,2018-07-27,Get Along,6n6OQfBpCgzF9oEg8zhBN7,73,0.101,0.632,199625,0.804,0.0,7,0.17,-6.109,1,0.0503,92.456,4,0.35
238,243,Bad Bunny,2018-12-23,La Romana,1khmgu0pveJbkbpbkyvcQv,79,0.0327,0.655,300579,0.725,0.00264,0,0.0611,-5.497,1,0.188,125.8,4,0.326
239,244,Joyner Lucas,2018-10-17,I Love,30z4LVkScpeNhwHFIB8Ewa,76,0.274,0.671,210197,0.565,6.51e-05,11,0.37,-7.401,0,0.16,150.014,4,0.561
240,245,YNW Melly,2018-08-03,Mama Cry,2fSW54bA6x2iWePU7rpCiP,74,0.0739,0.543,231298,0.492,0.0,7,0.11,-7.432,1,0.156,220.099,4,0.107
241,246,Drake,2018-06-29,Mob Ties,7rC5Pl8rQSX4myONQHYPBK,76,0.0456,0.755,205147,0.575,0.00124,4,0.276,-8.393,0,0.0678,85.987,4,0.49
242,247,Maroon 5,2018-06-15,Girls Like You (feat. Cardi B),6V1bu6o1Yo5ZXnsCJU8Ovk,74,0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.448
243,248,Bas,2018-08-24,Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI,76,0.241,0.755,238053,0.594,0.0,7,0.107,-5.906,1,0.216,178.929,4,0.237
244,249,Alec Benjamin,2018-11-16,If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,77,0.698,0.656,181522,0.577,0.0,10,0.296,-5.566,0,0.0802,173.094,4,0.861
245,250,Tiësto,2018-05-18,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,81,0.374,0.747,215760,0.834,0.0,3,0.0586,-2.867,0,0.045,128.005,4,0.687
246,251,XXXTENTACION,2018-10-25,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,80,0.0302,0.703,198903,0.723,2.06e-06,9,0.126,-5.45,0,0.0412,104.969,4,0.288
247,252,Ski Mask The Slump God,2018-02-02,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,75,0.109,0.802,210387,0.59,0.0,6,0.429,-8.81,1,0.273,117.007,4,0.747
248,253,6LACK,2018-09-14,Seasons (feat. Khalid),1AROE0XcC4ySCxXF65mutZ,75,0.704,0.605,250001,0.335,0.00756,0,0.127,-10.49,1,0.309,141.839,4,0.455
249,254,XXXTENTACION,2018-12-07,whoa (mind in awe),7pdF27mSDuPWhppnHAmWHa,77,0.653,0.735,157777,0.525,0.918,6,0.101,-2.939,0,0.0441,160.147,4,0.369
250,255,lovelytheband,2018-08-03,broken,6XcfKZvJio9Z0fQy11GnNX,75,0.00175,0.666,204878,0.728,4.26e-06,7,0.0429,-5.808,1,0.0419,122.996,4,0.51
251,256,Adriel Favela,2018-08-24,La Escuela No Me Gustó,4qArKIA7dnmdushoBlkV94,78,0.323,0.836,176000,0.766,1.18e-06,7,0.091,-6.229,0,0.0371,112.548,4,0.844
252,257,Jacquees,2018-09-07,You,01jIO8SJFnpSiNLH1JaBZ5,75,0.413,0.735,217387,0.453,0.0,8,0.104,-8.264,0,0.0602,115.002,4,0.335
253,258,Jordan Davis,2018-03-23,Singles You Up,4LiMQ6G9n84rDUBs9wtwz6,73,0.0491,0.491,182667,0.907,0.0,7,0.242,-3.594,1,0.0481,199.943,4,0.631
254,259,Queen Naija,2018-06-08,Medicine,4lFfMRH0YH4pW5gczTDbNC,73,0.24,0.741,219136,0.37,0.0,8,0.118,-8.437,0,0.324,116.06,4,0.13
255,260,Kacey Musgraves,2018-03-30,Rainbow,79qxwHypONUt3AFq0WPpT9,74,0.88,0.581,214293,0.197,0.0,3,0.107,-7.697,1,0.0329,130.367,4,0.349
256,261,Jimmie Allen,2018-10-12,Make Me Want To,0AYbVoeF03NYhM0fvKjAuU,73,0.0793,0.519,172280,0.872,0.0,2,0.111,-3.212,1,0.0616,179.965,4,0.74
257,262,88GLAM,2018-11-16,Lil Boat,3Zcv9IeYgCvEhxFTfsduaQ,75,0.0166,0.764,180813,0.672,1.06e-06,6,0.103,-4.274,0,0.0655,150.021,4,0.594
258,263,DaBaby,2018-11-02,21,1AdXchAT6hBUm5d6y4nKjI,73,0.1,0.673,170853,0.715,0.0,3,0.115,-5.239,0,0.0891,155.992,4,0.712
259,264,Nipsey Hussle,2018-02-16,Grinding All My Life,3R9j8urSPiBbapNbyuSYkE,74,0.0491,0.6,175040,0.716,0.0,3,0.109,-5.554,0,0.384,180.165,4,0.246
260,265,Lil Skies,2018-03-23,Creeping (feat. Rich the Kid),7ms3VzLTfr7fXNOqA4Mkx9,75,0.0108,0.729,179831,0.687,0.0,8,0.162,-8.06,0,0.25,160.085,4,0.683
261,266,Post Malone,2018-04-27,Spoil My Night (feat. Swae Lee),5VuxWXbt7XENQCtE9TzpTv,76,0.337,0.669,194560,0.675,1.5e-05,1,0.109,-2.869,1,0.0337,160.911,4,0.262
262,267,Bazzi,2018-04-12,Myself,5YLHLxoZsodDWjqSgjhBf3,78,0.465,0.745,167553,0.561,1.12e-06,9,0.0338,-5.513,0,0.072,195.918,4,0.902
263,268,Mac Miller,2018-08-03,Ladders,39NDBdU5Xkm5pCFGa5kZtI,76,0.236,0.802,287040,0.463,0.00531,8,0.105,-8.379,1,0.162,103.961,4,0.291
264,269,Playboi Carti,2018-05-11,FlatBed Freestyle,5nayhWICkQGMTkisxVMbRw,74,0.0967,0.755,193973,0.552,0.0,9,0.158,-5.604,1,0.288,153.157,4,0.402
265,270,Lil Wayne,2018-09-28,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,74,0.371,0.855,324189,0.694,0.0,2,0.109,-4.393,1,0.169,122.078,4,0.49
266,271,Ella Mai,2018-10-12,Shot Clock,2GlATHCDbLW7xq5BE0Bz5g,74,0.654,0.512,201609,0.512,0.0,4,0.148,-6.008,0,0.285,95.11,1,0.434
267,272,Summer Walker,2018-10-19,Girls Need Love,644rGY6maSElnKVsAg1gJj,74,0.558,0.645,140760,0.418,0.0003,6,0.562,-10.065,0,0.29,96.963,4,0.123
268,273,Cuco,2018-05-04,Dontmakemefallinlove,6zHyWsqTzT6Fympdy9KQDQ,74,0.373,0.388,207692,0.904,0.431,8,0.0755,-4.934,1,0.0741,103.802,4,0.839
269,274,Beach Bunny,2018-08-10,Prom Queen,6MpCaSIOfqBqbMED4kXgNY,75,0.000391,0.528,136562,0.797,0.011,4,0.14,-7.487,1,0.0485,143.785,4,0.751
270,275,Logic,2018-03-09,44 More,3e7Y6sfFlIdBMJhX7wpqVO,75,0.0635,0.829,188600,0.589,0.0,1,0.113,-7.055,1,0.202,139.971,4,0.233
271,276,Kiana Ledé,2018-07-13,EX,47cQCF21TczFSmGfpd7c07,75,0.231,0.763,222387,0.537,0.0,9,0.109,-7.018,0,0.246,73.51,4,0.426
272,277,Jordan Davis,2018-03-23,Take It From Me,3dCZm5HrG0jIXAHfNkg2H0,73,0.0267,0.592,174255,0.891,0.0,10,0.352,-3.144,1,0.0512,99.983,4,0.674
273,278,Cory Asbury,2018-01-26,Reckless Love,0rH0mprtecH3grD9HFM5AD,74,0.0291,0.572,333386,0.685,0.0,6,0.0963,-7.29,1,0.0356,110.698,4,0.232
274,279,Lil Mosey,2018-10-19,Greet Her,0xNDvMqlGkOLEH66Z45FCL,74,0.0593,0.75,174316,0.476,0.0,7,0.199,-7.864,0,0.0412,94.995,4,0.123
275,280,Lil Xan,2018-04-06,Betrayed,4vaxvNDaLSoD36iZX515ug,77,0.434,0.821,187173,0.434,0.0,10,0.128,-9.194,0,0.118,120.012,4,0.241
276,281,Lauren Daigle,2018-09-07,Rescue,7r9kOxiNDnkAg5QKqtyjVk,73,0.78,0.309,215613,0.237,0.0,6,0.11,-8.17,1,0.0283,94.616,4,0.109
277,282,Jay Rock,2018-01-12,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,75,0.000874,0.563,229670,0.717,0.0,1,0.183,-5.186,1,0.337,82.064,4,0.427
278,283,Lil Yachty,2018-10-19,Get Dripped (feat. Playboi Carti),3m2aDCqn8eT5ElXDUiboGU,74,0.105,0.95,158769,0.489,0.0,8,0.411,-8.411,1,0.462,130.021,4,0.919
